Ax	Ay	Az	p	q	r	mx	my	mz	
1.22	-4.78	-8.88	-0.11	-0.04	1.24	7.94	20.58	-1.05	
1.11	-4.23	-8.73	-0.13	-0.03	1.26	8.60	20.68	-1.37	
1.03	-3.87	-8.64	-0.14	-0.03	1.27	9.02	20.74	-1.58	
0.95	-2.95	-8.57	-0.12	-0.05	1.27	9.30	20.78	-1.72	
0.90	-2.36	-8.53	-0.10	-0.06	1.28	9.48	20.80	-1.80	
0.87	-1.97	-8.51	-0.09	-0.06	1.28	9.60	20.82	-1.86	
0.95	-2.70	-8.69	-0.05	-0.04	0.96	9.68	20.83	-1.90	
1.00	-3.18	-8.81	-0.02	-0.02	0.75	9.73	20.84	-1.92	
1.04	-3.49	-8.88	-0.00	-0.01	0.61	9.76	20.84	-1.94	
1.06	-3.69	-8.93	0.01	0.00	0.52	9.78	20.85	-1.95	
0.92	-3.80	-8.98	-0.02	-0.01	0.36	9.79	20.85	-1.95	
0.83	-3.86	-9.00	-0.04	-0.02	0.25	9.80	20.85	-1.96	
0.77	-3.91	-9.02	-0.05	-0.02	0.18	9.81	20.85	-1.96	
0.74	-3.94	-9.03	-0.06	-0.03	0.14	9.81	20.85	-1.96	
0.72	-3.93	-8.98	-0.08	-0.02	0.07	9.81	20.85	-1.96	
0.71	-3.93	-8.95	-0.10	-0.01	0.03	9.81	20.85	-1.96	
0.70	-3.93	-8.93	-0.11	-0.01	-0.00	9.82	20.85	-1.96	
0.75	-3.92	-8.90	-0.12	-0.00	-0.03	9.82	20.85	-1.97	
0.78	-3.90	-8.89	-0.12	0.01	-0.05	9.82	20.85	-1.97	
0.80	-3.90	-8.88	-0.12	0.01	-0.07	9.82	20.85	-1.97	
0.82	-3.89	-8.87	-0.12	0.01	-0.07	9.82	20.85	-1.97	
0.80	-3.84	-8.89	-0.13	0.02	-0.11	10.50	20.98	-1.64	
0.79	-3.81	-8.91	-0.13	0.02	-0.13	10.95	21.07	-1.43	
0.78	-3.79	-8.91	-0.14	0.02	-0.15	11.24	21.13	-1.29	
0.77	-3.78	-8.92	-0.14	0.02	-0.16	11.42	21.16	-1.21	
0.82	-3.70	-8.89	-0.18	0.04	-0.26	11.55	21.19	-1.15	
0.86	-3.65	-8.87	-0.21	0.05	-0.33	11.63	21.20	-1.11	
0.88	-3.62	-8.86	-0.23	0.06	-0.37	11.68	21.21	-1.09	
1.06	-3.32	-8.88	-0.29	0.12	-0.60	11.71	21.22	-1.07	
1.18	-3.12	-8.89	-0.32	0.16	-0.75	11.73	21.22	-1.06	
1.26	-2.99	-8.90	-0.35	0.18	-0.85	11.75	21.23	-1.05	
1.31	-2.91	-8.91	-0.37	0.20	-0.91	11.76	21.23	-1.05	
1.55	-2.78	-8.94	-0.37	0.28	-1.53	11.76	21.23	-1.05	
1.71	-2.69	-8.96	-0.37	0.33	-1.93	11.77	21.23	-1.04	
1.81	-2.63	-8.97	-0.38	0.36	-2.19	11.77	21.23	-1.04	
2.27	-2.42	-8.99	-0.38	0.41	-2.95	11.77	21.23	-1.04	
2.57	-2.29	-9.00	-0.38	0.44	-3.44	11.77	21.23	-1.04	
2.76	-2.20	-9.00	-0.39	0.46	-3.76	11.77	21.23	-1.04	
2.89	-2.14	-9.01	-0.39	0.47	-3.97	11.77	21.23	-1.04	
2.80	-2.51	-9.06	-0.32	0.43	-4.10	11.77	21.23	-1.04	
2.74	-2.76	-9.09	-0.28	0.40	-4.19	11.77	21.23	-1.04	
2.70	-2.91	-9.11	-0.26	0.39	-4.25	11.77	21.23	-1.04	
2.83	-2.83	-9.03	-0.19	0.26	-4.28	11.77	21.23	-1.04	
2.92	-2.78	-8.97	-0.15	0.18	-4.31	6.30	19.46	0.04	
2.97	-2.75	-8.94	-0.12	0.13	-4.32	2.74	18.31	0.74	
3.01	-2.72	-8.92	-0.10	0.09	-4.33	0.42	17.56	1.20	
3.16	-3.04	-8.90	0.08	-0.01	-4.34	-1.08	17.08	1.49	
3.25	-3.24	-8.89	0.20	-0.08	-4.35	-2.06	16.76	1.69	
3.32	-3.37	-8.89	0.28	-0.13	-4.35	-2.69	16.55	1.81	
3.36	-3.45	-8.89	0.33	-0.16	-4.35	-3.10	16.42	1.89	
3.45	-3.01	-8.77	0.51	-0.21	-4.35	-3.37	16.33	1.95	
3.52	-2.72	-8.70	0.62	-0.24	-4.35	-3.55	16.28	1.98	
3.56	-2.53	-8.65	0.70	-0.27	-4.35	-3.66	16.24	2.00	
3.81	-2.47	-8.58	0.94	-0.26	-4.35	-3.73	16.22	2.02	
3.98	-2.43	-8.53	1.11	-0.26	-4.35	-3.78	16.20	2.03	
4.09	-2.40	-8.50	1.21	-0.26	-4.35	-3.81	16.19	2.03	
4.16	-2.39	-8.48	1.28	-0.26	-4.35	-3.83	16.18	2.04	
4.10	-2.36	-8.51	1.41	-0.22	-4.35	-3.85	16.18	2.04	
4.07	-2.34	-8.53	1.49	-0.20	-4.35	-3.86	16.18	2.04	
4.05	-2.33	-8.54	1.55	-0.18	-4.35	-3.86	16.18	2.04	
4.27	-2.27	-8.72	1.26	-0.08	-4.33	-3.86	16.17	2.04	
4.41	-2.23	-8.84	1.07	-0.01	-4.32	-3.87	16.17	2.04	
4.50	-2.20	-8.91	0.94	0.03	-4.31	-3.87	16.17	2.04	
4.56	-2.18	-8.96	0.86	0.06	-4.31	-3.87	16.17	2.04	
4.43	-2.15	-8.95	0.47	0.03	-4.10	-3.87	16.17	2.04	
4.35	-2.14	-8.94	0.22	0.01	-3.96	-3.87	16.17	2.04	
4.29	-2.13	-8.93	0.05	-0.00	-3.87	-3.87	16.17	2.04	
4.25	-2.12	-8.92	-0.06	-0.01	-3.82	-3.87	16.17	2.04	
4.37	-1.98	-9.10	-0.29	-0.00	-3.55	-7.92	11.52	2.15	
4.44	-1.89	-9.21	-0.44	0.00	-3.38	-10.54	8.50	2.22	
4.49	-1.83	-9.29	-0.54	0.01	-3.27	-12.25	6.54	2.27	
4.41	-1.29	-9.00	-0.68	-0.02	-3.07	-13.36	5.26	2.30	
4.36	-0.94	-8.81	-0.77	-0.04	-2.95	-14.09	4.43	2.32	
4.32	-0.72	-8.69	-0.83	-0.06	-2.86	-14.56	3.90	2.33	
4.30	-0.57	-8.61	-0.87	-0.06	-2.81	-14.86	3.55	2.34	
4.35	-0.42	-8.66	-0.79	-0.04	-2.81	-15.06	3.32	2.34	
4.37	-0.33	-8.69	-0.75	-0.03	-2.82	-15.19	3.17	2.35	
4.39	-0.27	-8.72	-0.71	-0.02	-2.82	-15.27	3.07	2.35	
4.41	-0.23	-8.73	-0.69	-0.02	-2.82	-15.33	3.01	2.35	
4.16	-0.62	-8.86	-0.59	-0.02	-2.75	-15.36	2.97	2.35	
4.00	-0.87	-8.94	-0.52	-0.02	-2.71	-15.38	2.94	2.35	
3.89	-1.04	-9.00	-0.47	-0.03	-2.68	-15.40	2.93	2.35	
4.06	-0.68	-8.94	-0.48	-0.04	-2.33	-15.41	2.91	2.35	
4.17	-0.46	-8.90	-0.48	-0.05	-2.10	-15.41	2.91	2.35	
4.25	-0.31	-8.88	-0.48	-0.05	-1.95	-15.42	2.90	2.35	
4.29	-0.21	-8.87	-0.48	-0.06	-1.86	-15.42	2.90	2.35	
4.23	0.12	-8.79	-0.50	-0.07	-1.79	-15.42	2.90	2.35	
4.20	0.34	-8.73	-0.51	-0.07	-1.75	-15.42	2.90	2.35	
4.17	0.47	-8.70	-0.52	-0.08	-1.72	-15.43	2.90	2.35	
4.28	0.55	-8.73	-0.48	-0.08	-1.65	-14.87	-0.16	2.03	
4.35	0.59	-8.75	-0.45	-0.07	-1.61	-14.50	-2.14	1.82	
4.39	0.62	-8.77	-0.43	-0.07	-1.58	-14.27	-3.43	1.68	
4.42	0.64	-8.78	-0.42	-0.07	-1.56	-14.11	-4.27	1.59	
4.34	0.78	-8.81	-0.44	-0.08	-1.78	-14.01	-4.82	1.53	
4.30	0.87	-8.83	-0.45	-0.09	-1.92	-13.95	-5.17	1.50	
4.26	0.93	-8.84	-0.46	-0.09	-2.02	-13.90	-5.40	1.47	
4.24	0.96	-8.85	-0.47	-0.09	-2.08	-13.88	-5.55	1.46	
4.23	0.97	-8.88	-0.44	-0.16	-2.11	-13.86	-5.65	1.45	
4.22	0.97	-8.90	-0.42	-0.20	-2.13	-13.85	-5.71	1.44	
4.22	0.97	-8.92	-0.41	-0.22	-2.14	-13.84	-5.76	1.44	
4.13	1.12	-8.93	-0.39	-0.23	-2.00	-13.84	-5.78	1.43	
4.08	1.22	-8.93	-0.38	-0.23	-1.90	-13.83	-5.80	1.43	
4.04	1.28	-8.94	-0.37	-0.24	-1.84	-13.83	-5.81	1.43	
4.02	1.32	-8.94	-0.37	-0.24	-1.80	-13.83	-5.82	1.43	
4.03	1.37	-8.91	-0.33	-0.21	-1.60	-13.83	-5.82	1.43	
4.04	1.40	-8.90	-0.30	-0.19	-1.48	-13.83	-5.83	1.43	
4.05	1.42	-8.88	-0.29	-0.18	-1.39	-13.83	-5.83	1.43	
4.02	1.48	-8.84	-0.26	-0.15	-1.30	-13.83	-5.83	1.43	
4.00	1.53	-8.81	-0.25	-0.14	-1.24	-13.83	-5.83	1.43	
3.99	1.55	-8.79	-0.24	-0.12	-1.20	-13.83	-5.83	1.43	
3.99	1.57	-8.77	-0.23	-0.12	-1.17	-13.83	-5.83	1.43	
3.89	1.57	-8.80	-0.22	-0.11	-1.19	-13.45	-7.60	0.56	
3.83	1.58	-8.81	-0.22	-0.10	-1.21	-13.21	-8.75	0.00	
3.79	1.58	-8.82	-0.21	-0.10	-1.22	-13.05	-9.50	-0.36	
3.76	1.58	-8.83	-0.21	-0.10	-1.22	-12.95	-9.99	-0.60	
3.72	1.66	-8.84	-0.21	-0.09	-1.15	-12.88	-10.30	-0.75	
3.70	1.71	-8.84	-0.21	-0.08	-1.11	-12.84	-10.51	-0.85	
3.68	1.74	-8.85	-0.21	-0.07	-1.08	-12.81	-10.64	-0.92	
3.69	1.82	-8.85	-0.19	-0.06	-0.91	-12.79	-10.73	-0.96	
3.70	1.87	-8.85	-0.17	-0.05	-0.80	-12.78	-10.78	-0.99	
3.71	1.91	-8.85	-0.16	-0.04	-0.73	-12.77	-10.82	-1.01	
3.71	1.93	-8.85	-0.16	-0.03	-0.69	-12.77	-10.85	-1.02	
3.76	1.96	-8.87	-0.13	-0.02	-0.59	-12.77	-10.86	-1.03	
3.80	1.98	-8.88	-0.11	-0.01	-0.52	-12.76	-10.87	-1.03	
3.82	1.99	-8.88	-0.10	-0.01	-0.48	-12.76	-10.88	-1.03	
3.82	1.96	-8.90	-0.09	-0.00	-0.47	-12.76	-10.88	-1.04	
3.82	1.94	-8.92	-0.08	0.00	-0.46	-12.76	-10.88	-1.04	
3.82	1.93	-8.93	-0.07	0.01	-0.45	-12.76	-10.89	-1.04	
3.82	1.92	-8.93	-0.07	0.01	-0.45	-12.76	-10.89	-1.04	
3.81	2.05	-8.86	-0.07	0.01	-0.43	-12.76	-10.89	-1.04	
3.80	2.13	-8.82	-0.07	0.02	-0.42	-12.76	-10.89	-1.04	
3.79	2.18	-8.79	-0.07	0.02	-0.41	-12.76	-10.89	-1.04	
3.81	2.09	-8.84	-0.05	0.02	-0.33	-12.51	-11.07	0.47	
3.82	2.03	-8.87	-0.03	0.02	-0.28	-12.35	-11.18	1.45	
3.82	2.00	-8.89	-0.02	0.03	-0.24	-12.24	-11.26	2.09	
3.83	1.97	-8.91	-0.01	0.03	-0.22	-12.18	-11.31	2.51	
3.81	2.00	-8.92	-0.02	0.03	-0.16	-12.13	-11.34	2.78	
3.79	2.01	-8.94	-0.02	0.03	-0.12	-12.10	-11.36	2.95	
3.78	2.02	-8.94	-0.03	0.03	-0.09	-12.08	-11.37	3.07	
3.78	2.03	-8.95	-0.03	0.03	-0.07	-12.07	-11.38	3.14	
3.73	2.03	-8.90	-0.02	0.03	0.02	-12.06	-11.39	3.19	
3.69	2.04	-8.87	-0.01	0.03	0.08	-12.06	-11.39	3.22	
3.67	2.04	-8.86	-0.00	0.03	0.12	-12.06	-11.39	3.24	
3.67	2.05	-8.81	0.02	0.05	0.30	-12.05	-11.39	3.25	
3.66	2.06	-8.79	0.04	0.06	0.41	-12.05	-11.39	3.26	
3.66	2.06	-8.77	0.05	0.07	0.48	-12.05	-11.39	3.27	
3.66	2.06	-8.76	0.06	0.08	0.53	-12.05	-11.39	3.27	
3.58	1.86	-8.70	0.11	0.14	0.75	-12.05	-11.39	3.27	
3.53	1.72	-8.67	0.15	0.18	0.90	-12.05	-11.40	3.28	
3.50	1.64	-8.65	0.17	0.21	0.99	-12.05	-11.40	3.28	
3.36	1.24	-8.72	0.26	0.25	1.53	-12.05	-11.40	3.28	
3.27	0.98	-8.76	0.32	0.28	1.88	-12.05	-11.40	3.28	
3.22	0.81	-8.79	0.35	0.30	2.10	-12.05	-11.40	3.28	
3.18	0.70	-8.81	0.37	0.32	2.25	-12.05	-11.40	3.28	
3.50	0.75	-8.83	0.45	0.28	-0.06	-12.05	-11.40	3.28	
3.70	0.79	-8.84	0.49	0.26	-1.56	-12.05	-11.40	3.28	
3.84	0.81	-8.85	0.52	0.24	-2.54	-12.05	-11.40	3.28	
3.93	0.82	-8.85	0.54	0.24	-3.18	-12.05	-11.40	3.28	
4.14	0.60	-8.90	0.64	0.18	-3.59	-12.92	-9.71	1.98	
4.28	0.46	-8.94	0.70	0.14	-3.86	-13.49	-8.62	1.14	
4.37	0.37	-8.96	0.74	0.12	-4.03	-13.85	-7.91	0.59	
4.51	0.17	-8.94	0.76	0.08	-4.14	-14.09	-7.45	0.24	
4.59	0.05	-8.93	0.77	0.05	-4.22	-14.25	-7.15	0.01	
4.65	-0.03	-8.93	0.78	0.04	-4.27	-14.35	-6.95	-0.14	
4.69	-0.09	-8.92	0.79	0.03	-4.30	-14.42	-6.83	-0.24	
4.88	-0.33	-8.80	0.78	0.00	-4.32	-14.46	-6.74	-0.31	
5.00	-0.49	-8.72	0.77	-0.02	-4.33	-14.49	-6.69	-0.35	
5.08	-0.59	-8.67	0.76	-0.03	-4.34	-14.50	-6.65	-0.37	
4.46	-1.45	-8.74	0.76	-0.03	-1.34	-14.52	-6.63	-0.39	
4.06	-2.01	-8.78	0.76	-0.03	0.61	-14.52	-6.62	-0.40	
3.80	-2.37	-8.81	0.76	-0.04	1.88	-14.53	-6.61	-0.41	
3.63	-2.60	-8.83	0.76	-0.04	2.71	-14.53	-6.60	-0.41	
3.85	-2.42	-8.83	0.70	0.02	0.23	-14.53	-6.60	-0.42	
3.99	-2.30	-8.83	0.66	0.06	-1.37	-14.54	-6.59	-0.42	
4.08	-2.22	-8.83	0.64	0.09	-2.42	-14.54	-6.59	-0.42	
4.14	-2.17	-8.83	0.62	0.10	-3.09	-14.54	-6.59	-0.42	
4.11	-2.21	-8.83	0.51	0.07	-3.53	-14.54	-6.59	-0.42	
4.10	-2.23	-8.83	0.44	0.06	-3.82	-14.54	-6.59	-0.42	
4.09	-2.24	-8.83	0.39	0.04	-4.01	-14.54	-6.59	-0.42	
4.01	-2.26	-8.82	0.25	0.05	-1.14	-13.29	-0.84	-1.07	
3.96	-2.27	-8.81	0.15	0.05	0.72	-12.48	2.90	-1.49	
3.93	-2.28	-8.80	0.09	0.05	1.93	-11.96	5.33	-1.77	
3.91	-2.28	-8.80	0.05	0.05	2.72	-11.62	6.91	-1.94	
3.86	-2.35	-8.85	-0.02	0.07	3.01	-11.39	7.94	-2.06	
3.83	-2.39	-8.88	-0.06	0.08	3.21	-11.25	8.61	-2.13	
3.81	-2.42	-8.90	-0.09	0.09	3.33	-11.16	9.04	-2.18	
3.79	-2.44	-8.92	-0.11	0.09	3.41	-11.10	9.33	-2.22	
3.67	-2.46	-8.85	-0.13	0.05	3.29	-11.06	9.51	-2.24	
3.59	-2.48	-8.81	-0.15	0.02	3.21	-11.03	9.63	-2.25	
3.54	-2.49	-8.78	-0.16	0.01	3.15	-11.01	9.71	-2.26	
3.37	-2.59	-8.78	-0.10	-0.03	3.00	-11.00	9.76	-2.26	
3.26	-2.66	-8.79	-0.07	-0.05	2.90	-11.00	9.79	-2.27	
3.18	-2.70	-8.79	-0.04	-0.06	2.83	-10.99	9.81	-2.27	
3.13	-2.73	-8.79	-0.03	-0.07	2.79	-10.99	9.82	-2.27	
3.06	-2.88	-8.80	0.03	-0.06	2.66	-10.99	9.83	-2.27	
3.02	-2.98	-8.81	0.06	-0.06	2.57	-10.98	9.84	-2.27	
2.99	-3.05	-8.82	0.08	-0.06	2.52	-10.98	9.84	-2.27	
2.89	-3.18	-8.84	0.08	-0.06	2.48	-10.98	9.84	-2.27	
2.83	-3.26	-8.85	0.09	-0.05	2.45	-10.98	9.85	-2.27	
2.79	-3.31	-8.86	0.09	-0.05	2.44	-10.98	9.85	-2.27	
2.76	-3.35	-8.86	0.09	-0.05	2.43	-10.98	9.85	-2.27	
2.72	-3.38	-8.86	0.04	-0.05	2.42	-8.00	12.33	-0.76	
2.70	-3.41	-8.86	0.01	-0.05	2.42	-6.05	13.94	0.22	
2.68	-3.42	-8.86	-0.02	-0.05	2.42	-4.79	14.99	0.86	
2.67	-3.43	-8.86	-0.03	-0.06	2.42	-3.97	15.67	1.27	
2.58	-3.44	-8.87	-0.08	-0.04	2.40	-3.44	16.11	1.54	
2.53	-3.45	-8.88	-0.12	-0.03	2.39	-3.09	16.40	1.72	
2.49	-3.46	-8.89	-0.14	-0.02	2.39	-2.87	16.58	1.83	
2.39	-3.50	-8.86	-0.18	0.01	2.35	-2.72	16.71	1.91	
2.32	-3.52	-8.85	-0.21	0.03	2.33	-2.63	16.78	1.96	
2.27	-3.54	-8.84	-0.23	0.05	2.31	-2.56	16.84	1.99	
2.25	-3.55	-8.83	-0.25	0.05	2.31	-2.52	16.87	2.01	
2.20	-3.54	-8.80	-0.27	0.06	2.30	-2.50	16.89	2.02	
2.16	-3.54	-8.78	-0.28	0.07	2.30	-2.48	16.90	2.03	
2.14	-3.54	-8.77	-0.29	0.08	2.30	-2.47	16.91	2.03	
2.17	-2.92	-8.67	-0.29	0.07	2.25	-2.46	16.92	2.04	
2.19	-2.51	-8.61	-0.28	0.07	2.22	-2.46	16.92	2.04	
2.20	-2.25	-8.56	-0.28	0.06	2.20	-2.45	16.93	2.04	
2.21	-2.07	-8.54	-0.28	0.06	2.18	-2.45	16.93	2.04	
2.25	-2.47	-8.65	-0.17	0.08	1.85	-2.45	16.93	2.04	
2.28	-2.72	-8.72	-0.09	0.10	1.63	-2.45	16.93	2.04	
2.30	-2.89	-8.76	-0.04	0.11	1.49	-2.45	16.93	2.04	
2.31	-3.00	-8.79	-0.01	0.12	1.40	-2.45	16.93	2.04	
2.13	-3.21	-8.79	0.07	0.10	1.24	-0.71	17.73	2.04	
2.01	-3.35	-8.80	0.12	0.09	1.14	0.43	18.25	2.04	
1.93	-3.44	-8.80	0.15	0.08	1.07	1.16	18.58	2.04	
1.91	-4.77	-9.15	0.22	0.06	1.10	1.64	18.80	2.04	
1.89	-5.64	-9.38	0.27	0.04	1.13	1.95	18.94	2.04	
1.88	-6.21	-9.53	0.30	0.03	1.14	2.15	19.04	2.04	
1.87	-6.57	-9.63	0.32	0.02	1.15	2.28	19.10	2.04	
1.76	-6.27	-9.42	0.24	-0.04	1.46	2.37	19.13	2.04	
1.70	-6.07	-9.29	0.19	-0.08	1.67	2.43	19.16	2.04	
1.65	-5.94	-9.20	0.15	-0.11	1.80	2.46	19.18	2.04	
1.62	-5.85	-9.15	0.13	-0.13	1.88	2.49	19.19	2.04	
1.51	-4.92	-8.93	0.06	-0.10	1.76	2.50	19.19	2.04	
1.44	-4.32	-8.79	0.01	-0.08	1.69	2.51	19.20	2.04	
1.39	-3.92	-8.69	-0.02	-0.07	1.63	2.52	19.20	2.04	
1.39	-3.81	-8.72	-0.02	-0.03	1.27	2.52	19.20	2.04	
1.39	-3.74	-8.73	-0.03	-0.00	1.03	2.52	19.20	2.04	
1.39	-3.69	-8.74	-0.03	0.01	0.87	2.53	19.21	2.04	
1.39	-3.66	-8.75	-0.03	0.02	0.77	2.53	19.21	2.04	
1.33	-3.72	-8.81	-0.03	0.04	0.65	2.53	19.21	2.04	
1.29	-3.75	-8.84	-0.03	0.04	0.56	2.53	19.21	2.04	
1.26	-3.77	-8.87	-0.03	0.05	0.51	2.53	19.21	2.04	
1.24	-3.79	-8.88	-0.03	0.05	0.47	2.53	19.21	2.04	
1.30	-3.75	-8.86	-0.01	0.05	0.42	2.53	19.21	2.04	
1.33	-3.72	-8.85	0.01	0.04	0.38	2.53	19.21	2.04	
1.35	-3.70	-8.84	0.02	0.04	0.36	2.53	19.21	2.04	
1.34	-3.78	-8.83	0.04	0.02	0.31	3.96	19.43	-0.01	
1.34	-3.83	-8.83	0.06	0.01	0.27	4.89	19.57	-1.34	
1.33	-3.86	-8.83	0.07	-0.00	0.25	5.49	19.67	-2.21	
1.33	-3.88	-8.83	0.08	-0.01	0.23	5.89	19.73	-2.77	
1.29	-3.93	-8.83	0.08	-0.01	0.23	6.14	19.77	-3.14	
1.27	-3.96	-8.83	0.08	-0.02	0.23	6.31	19.79	-3.37	
1.25	-3.98	-8.84	0.08	-0.02	0.23	6.42	19.81	-3.53	
1.19	-3.88	-8.83	0.06	-0.04	0.38	6.49	19.82	-3.63	
1.16	-3.81	-8.82	0.05	-0.05	0.49	6.53	19.83	-3.70	
1.13	-3.77	-8.81	0.04	-0.05	0.55	6.56	19.83	-3.74	
1.12	-3.74	-8.81	0.04	-0.06	0.59	6.58	19.83	-3.77	
1.17	-3.86	-8.82	0.03	-0.03	0.59	6.59	19.84	-3.78	
1.20	-3.94	-8.83	0.03	-0.02	0.59	6.60	19.84	-3.79	
1.23	-3.99	-8.83	0.03	-0.01	0.59	6.61	19.84	-3.80	
1.24	-4.03	-8.83	0.02	0.00	0.59	6.61	19.84	-3.81	
1.16	-3.84	-8.84	-0.06	-0.03	0.73	6.61	19.84	-3.81	
1.11	-3.71	-8.85	-0.12	-0.05	0.82	6.61	19.84	-3.81	
1.08	-3.64	-8.85	-0.15	-0.07	0.88	6.62	19.84	-3.81	
1.09	-3.70	-8.87	-0.11	-0.02	0.65	6.62	19.84	-3.81	
1.09	-3.74	-8.89	-0.07	0.01	0.50	6.62	19.84	-3.82	
1.09	-3.76	-8.89	-0.05	0.04	0.40	6.62	19.84	-3.82	
1.09	-3.78	-8.90	-0.04	0.05	0.34	6.62	19.84	-3.82	
1.07	-3.82	-8.90	-0.04	0.06	0.25	7.24	20.64	-3.60	
1.06	-3.84	-8.90	-0.04	0.06	0.19	7.64	21.15	-3.46	
1.05	-3.85	-8.90	-0.04	0.06	0.15	7.91	21.49	-3.37	
1.05	-3.86	-8.90	-0.04	0.07	0.13	8.08	21.71	-3.31	
1.03	-3.87	-8.89	-0.04	0.07	0.08	8.19	21.85	-3.27	
1.02	-3.88	-8.89	-0.04	0.07	0.06	8.26	21.94	-3.25	
1.02	-3.89	-8.89	-0.04	0.07	0.04	8.31	22.00	-3.23	
1.04	-3.89	-8.89	-0.05	0.07	0.00	8.34	22.04	-3.22	
1.06	-3.90	-8.89	-0.05	0.07	-0.02	8.36	22.07	-3.21	
1.07	-3.90	-8.89	-0.05	0.07	-0.04	8.37	22.09	-3.21	
1.08	-3.90	-8.89	-0.05	0.07	-0.05	8.38	22.10	-3.20	
1.09	-3.88	-8.88	-0.07	0.07	-0.07	8.39	22.10	-3.20	
1.09	-3.87	-8.87	-0.07	0.08	-0.09	8.39	22.11	-3.20	
1.10	-3.86	-8.87	-0.08	0.08	-0.10	8.39	22.11	-3.20	
1.10	-3.86	-8.86	-0.08	0.08	-0.10	8.39	22.11	-3.20	
1.13	-3.75	-8.83	-0.11	0.09	-0.15	8.39	22.11	-3.20	
1.14	-3.69	-8.82	-0.12	0.09	-0.19	8.39	22.11	-3.20	
1.15	-3.64	-8.80	-0.13	0.09	-0.21	8.39	22.11	-3.20	
1.35	-3.28	-8.86	-0.19	0.13	-0.43	8.39	22.12	-3.20	
1.47	-3.05	-8.89	-0.23	0.16	-0.57	8.39	22.12	-3.20	
1.55	-2.90	-8.91	-0.26	0.17	-0.66	8.39	22.12	-3.20	
1.61	-2.80	-8.93	-0.28	0.18	-0.72	8.40	22.12	-3.20	
1.57	-2.05	-8.59	-0.34	0.24	-1.69	6.96	21.01	-1.36	
1.55	-1.57	-8.37	-0.38	0.27	-2.32	6.03	20.29	-0.17	
1.54	-1.25	-8.23	-0.41	0.29	-2.73	5.43	19.82	0.60	
1.81	-2.33	-8.48	-0.34	0.37	-3.30	5.04	19.52	1.11	
1.99	-3.03	-8.64	-0.29	0.41	-3.67	4.78	19.32	1.44	
2.11	-3.48	-8.75	-0.26	0.45	-3.91	4.61	19.19	1.65	
2.19	-3.78	-8.82	-0.24	0.47	-4.06	4.51	19.11	1.79	
2.33	-3.57	-8.76	-0.27	0.33	-4.16	4.44	19.06	1.88	
2.42	-3.44	-8.71	-0.28	0.25	-4.23	4.39	19.02	1.94	
2.49	-3.35	-8.69	-0.29	0.19	-4.27	4.36	19.00	1.97	
2.52	-3.29	-8.67	-0.30	0.16	-4.30	4.34	18.98	2.00	
2.89	-3.12	-8.73	-0.18	0.03	-4.32	4.33	18.97	2.01	
3.13	-3.00	-8.78	-0.11	-0.05	-4.33	4.32	18.97	2.03	
3.28	-2.92	-8.80	-0.06	-0.11	-4.34	4.32	18.96	2.03	
3.05	-3.14	-8.83	0.15	-0.20	-4.34	4.31	18.96	2.04	
2.90	-3.27	-8.86	0.29	-0.26	-4.35	4.31	18.96	2.04	
2.80	-3.36	-8.87	0.37	-0.30	-4.35	4.31	18.96	2.04	
2.73	-3.42	-8.88	0.43	-0.33	-4.35	4.31	18.96	2.04	
3.04	-2.81	-8.73	0.61	-0.32	-4.35	4.31	18.96	2.04	
3.24	-2.41	-8.63	0.73	-0.31	-4.35	4.31	18.95	2.04	
3.37	-2.15	-8.57	0.80	-0.31	-4.35	4.31	18.95	2.04	
3.86	-2.42	-8.77	0.80	-0.21	-4.35	4.31	18.95	2.04	
4.17	-2.60	-8.89	0.79	-0.15	-4.35	4.31	18.95	2.04	
4.38	-2.71	-8.97	0.79	-0.11	-4.35	4.31	18.95	2.04	
4.51	-2.79	-9.03	0.79	-0.08	-4.35	4.31	18.95	2.04	
4.35	-2.46	-8.91	0.42	-0.07	-4.35	-1.54	14.79	2.26	
4.24	-2.25	-8.84	0.19	-0.06	-4.35	-5.34	12.09	2.40	
4.17	-2.12	-8.79	0.03	-0.05	-4.35	-7.82	10.33	2.49	
4.13	-2.03	-8.76	-0.07	-0.05	-4.35	-9.42	9.19	2.55	
4.10	-1.94	-8.98	-0.30	-0.05	-4.30	-10.47	8.45	2.59	
4.09	-1.89	-9.12	-0.44	-0.05	-4.26	-11.14	7.96	2.61	
4.08	-1.85	-9.22	-0.54	-0.05	-4.24	-11.59	7.65	2.63	
3.97	-1.36	-9.08	-0.71	-0.09	-3.83	-11.87	7.45	2.64	
3.90	-1.04	-8.99	-0.83	-0.12	-3.56	-12.06	7.31	2.65	
3.86	-0.83	-8.93	-0.90	-0.14	-3.39	-12.18	7.23	2.65	
3.83	-0.69	-8.90	-0.95	-0.15	-3.27	-12.26	7.17	2.66	
3.93	-0.50	-8.89	-0.90	-0.15	-3.07	-12.31	7.13	2.66	
3.99	-0.37	-8.88	-0.87	-0.14	-2.94	-12.34	7.11	2.66	
4.03	-0.29	-8.88	-0.85	-0.14	-2.86	-12.36	7.10	2.66	
4.12	-0.16	-8.92	-0.75	-0.12	-2.84	-12.38	7.09	2.66	
4.18	-0.08	-8.94	-0.68	-0.10	-2.83	-12.39	7.08	2.66	
4.21	-0.03	-8.96	-0.64	-0.09	-2.82	-12.39	7.08	2.66	
